118.946328,204.22404
124.353599,206.413823
129.719042,208.704305
135.053494,211.066165
140.366585,213.475721
145.667092,215.912845
150.96322,218.35951
156.262799,220.798653
161.57359,223.213279
166.903433,225.585523
172.260467,227.89566
177.653293,230.120866
183.091128,232.233558
188.583805,234.198982
194.141551,235.971581
199.773963,237.489229
205.487211,238.663979
211.276386,239.367223
217.105846,239.408837
222.874509,238.5821
228.42072,236.796692
233.566445,234.063871
238.170403,230.491625
242.161834,226.244022
245.534688,221.488749
248.320322,216.366177
250.562079,210.982609
252.299858,205.415429
253.562169,199.721345
254.361551,193.943984
254.686788,188.120857
254.480966,182.29283
253.681996,176.516628
252.259387,170.86184
250.225155,165.397074
247.630852,160.174428
244.552565,155.220983
241.07312,150.540007
237.269354,146.117976
233.206376,141.932452
228.936574,137.957822
224.501045,134.168782
219.931086,130.54285
215.247653,127.064659
210.464821,123.724397
205.592662,120.515792
200.638575,117.435185
195.608087,114.480954
190.50543,111.653194
185.33389,108.953493
180.096043,106.384804
174.793988,103.951411
169.429511,101.658935
164.004236,99.514382
158.51973,97.526211
152.977736,95.704488
147.380329,94.06103
141.730128,92.609579
136.0306,91.366019
130.286474,90.348584
124.504122,89.57795
118.692868,89.06956
112.864491,88.826312
107.031097,88.850472
101.205137,89.145385
95.399694,89.715776
89.628934,90.568089
83.908661,91.710871
78.257064,93.155219
72.695802,94.915286
67.251474,97.008838
61.957719,99.457818
56.858306,102.288694
52.011444,105.532261
47.495722,109.221912
43.417381,113.3886
39.915812,118.048871
37.121372,123.164111
35.0979,128.630522
33.864671,134.327893
33.406238,140.139656
33.686258,145.963197
34.661184,151.711738
36.289976,157.310449
38.539425,162.689944
41.385953,167.778606
44.81458,172.494237
48.814613,176.735024
53.352637,180.394324
58.311454,183.461636
63.554278,186.016322
68.972158,188.177556
74.49142,190.06658
80.065449,191.788187
85.664643,193.426428
91.269163,195.046422
96.864523,196.697709
102.43919,198.417448
107.983351,200.233022
113.488318,202.164063
